id,location,name,followers_count,statuses_count,time_zone,verified,lang,screen_name,description,created_at,favourites_count,friends_count,listed_count
1623180199,,Jeffrey Kahunas,1565,2320,Pacific Time (US & Canada),FALSE,en,JeffreyKahunas,"Honor God & Jesus & Your Parents Country, GOP, I Follow Back #tcot #RedNationRising #InGodWeTrust",Fri Jul 26 15:01:14 +0000 2013,1090,1586,18
1627096807,"Chicago, IL",Jason Scott,674,1818,Eastern Time (US & Canada),FALSE,en,JassScott,"Bring the drama, playa. Give me all you got. Make your move. Shoot your best shot
#BLM Bitch",Sun Jul 28 04:54:51 +0000 2013,2004,321,13
1627699074,United States,Sherman Cannon,2854,10203,Eastern Time (US & Canada),FALSE,en,CannonSher,Education costs money.  But then so does ignorance.,Sun Jul 28 11:51:53 +0000 2013,10128,2487,30
1629828379,"New York, USA",Lovely Cass,2121,3831,Eastern Time (US & Canada),FALSE,en,cassishere,Fun-loving conservative sharing the truth that liberals can't handle. #TCOT,Mon Jul 29 07:59:27 +0000 2013,4154,2220,36
1647045721,Alaska,Carrie,2291,3222,Eastern Time (US & Canada),FALSE,en,CarrieThornthon,Conservative Christian Momma. Political junkie. Happily married,Mon Aug 05 05:56:27 +0000 2013,3930,2272,23
1648012021,United States,Anthony Nelson,853,1771,Eastern Time (US & Canada),FALSE,en,ImaPharrelFake,"Here to state my point of view, make you laugh and most importanly to stand up for and represent my people #BlackLivesMatter",Mon Aug 05 14:58:13 +0000 2013,2764,1164,16
1649144358,,Wesley Holmes,1519,1232,Pacific Time (US & Canada),FALSE,en,WesternWindWes,"Stand with God, Family, Constitution & 2A. On A Mission 2Save America. LIBS R BLOCKED
#WakeUpAmerica #tcot #GodBlessAmerica",Tue Aug 06 01:49:24 +0000 2013,592,1351,29
1649487510,USA,Khloe Irving,909,1935,Eastern Time (US & Canada),FALSE,en,HiImKhloe,Running back and forth forever between grief and high delight | problack | proguns | Always on point,Tue Aug 06 05:08:41 +0000 2013,2026,859,13
1649967228,United States,Nick Luna,1457,2100,Pacific Time (US & Canada),FALSE,en,_NickLuna_,"Christian, Dad, Husband, Conservative. Trolls muted #tcot #PJNET",Tue Aug 06 10:16:28 +0000 2013,2001,1262,21
1650681522,United States,Messiah Haynes,2804,5554,Eastern Time (US & Canada),FALSE,en,IlikeBIGbuttand,The only true wisdom is in knowing you know nothing!,Tue Aug 06 16:32:34 +0000 2013,3939,2421,27
1651692980,USA,Thomas Lopez,456,1637,Eastern Time (US & Canada),FALSE,en,staywoke88,Problem solver...,Wed Aug 07 01:19:25 +0000 2013,1117,551,11
1651693646,United States,Cynthia Mary Hunter,429,2759,Eastern Time (US & Canada),FALSE,en,CynthiaMHunter,Christian Conservative #ProConstitution #2A #ProLife #ProIsrael #CruzCrew #SOV #SOT #LoveFreedom #StandUnited,Wed Aug 07 01:19:57 +0000 2013,4532,451,23
1652138929,NY,Bossy Bo$$,900,1725,Eastern Time (US & Canada),FALSE,en,acejinev,"Very outspoken, but don't take it for anger. xoxo. Loving and welcoming to everyone!  #BlackLivesMatter #BlackToLive",Wed Aug 07 05:22:21 +0000 2013,1836,806,11
1652262638,USA,Anton Haynes,671,1936,Eastern Time (US & Canada),FALSE,en,AntonHayHay,white people are the most blood thirsty savages the world has ever seen #BLM #ICantBreath,Wed Aug 07 06:52:35 +0000 2013,1849,310,14
1652987412,USA,Alec Moody,905,3420,Eastern Time (US & Canada),FALSE,en,AlecMooooody,"Love and respect all colors of skin. Teach respect, responsibility, and strength! #BlackLivesMatter  #StayWoke",Wed Aug 07 13:58:59 +0000 2013,3738,530,23
1653553555,Florida,Jayda Stone,916,1978,Eastern Time (US & Canada),FALSE,en,JaydaAstonishin,Aquarius. Queen Bey Stan. Happily Taken. carefree black gyal ✨,Wed Aug 07 17:59:05 +0000 2013,2191,1196,9
1655194147,"St Louis, MO",̧M̧ȩļa̧ņi̧ņ,963,2121,Eastern Time (US & Canada),FALSE,en,melanymelanin,,Thu Aug 08 11:23:24 +0000 2013,2717,915,10
1656024374,,Nancy CAMPBELL,784,2124,Eastern Time (US & Canada),FALSE,en,IMissObama,I already miss Barack Obama in 2k16 smth...,Thu Aug 08 19:11:36 +0000 2013,2088,478,14
1656685598,USA,Jeanne Mccarthy,3242,1999,Eastern Time (US & Canada),FALSE,en,JeanneMccarthy0,"Conservative domestic goddess devoted to God, Family, Country, praying daily for #America! #tcot #ccot #RepealObamacare.",Fri Aug 09 02:18:37 +0000 2013,1863,3420,35
1657694515,US,Jadon Dailey,1753,2299,Eastern Time (US & Canada),FALSE,en,DaileyJadon,"You only live once, but if you do it right, once is enough",Fri Aug 09 12:38:08 +0000 2013,1298,1485,13
1657833811,USA,Adrienne,1822,2083,Eastern Time (US & Canada),FALSE,en,Adrienne_GG,lucky I am)),Fri Aug 09 13:55:17 +0000 2013,1010,1548,15
1658202894,United States,Laura Baeley,1073,1946,Eastern Time (US & Canada),FALSE,en,LauraBaeley,Liberty's Torch Bearer and best friend. OPINIONS ARE MY OWN. Getting more conservative by the day because of bearing a torch for liberty!!,Fri Aug 09 17:24:31 +0000 2013,1933,1160,14
1658420976,USA,Bao Ham,1032,2004,Eastern Time (US & Canada),FALSE,en,BaoBaeHam,"When I let go of what I am, I become what I might be.",Fri Aug 09 19:23:10 +0000 2013,2420,836,12
1658440730,USA,Travi$ Lane,826,1875,Eastern Time (US & Canada),FALSE,en,TravisRespek,"'As long as we try, maybe things will change' -pac #BlackLivesMatter #PrayForTheWorld",Fri Aug 09 19:14:25 +0000 2013,2384,931,12
4332740714,,,,,,,,USA_Gunslinger,,,,,
4840551713,,,,,,,,BlackToLive,,,,,
4437233895,,,,,,,,Crystal1Johnson,,,,,
4224729994,,,,,,,,TEN_GOP,,,,,
1659549972,NY,Jared Mallory,824,1811,Eastern Time (US & Canada),FALSE,en,MalloryJared,I`m studing to earn much money in the future and i`m working to earn money for studing...,Sat Aug 10 08:10:31 +0000 2013,2145,874,17
1660375034,USA,Sarah Richards,865,1747,Eastern Time (US & Canada),FALSE,en,iLoveSarahRich,"Just trying to love the life I'm living & the people in it
Btw #InWoke #BLM #BlackToLive",Sat Aug 10 15:28:00 +0000 2013,2021,974,6
1660771422,USA,Garret Simpson,1588,2010,Eastern Time (US & Canada),FALSE,en,GarrettSimpson_,"Conservative, but I like chatting with people of both sides of the political aisle #tcot",Sat Aug 10 19:27:26 +0000 2013,1577,1339,25
1661246144,USA,Kate Ritter,1578,5347,Eastern Time (US & Canada),FALSE,en,KateRitterrrr,I am a True Conservative and I love my country with all my heart! Happily married....,Sun Aug 11 00:17:33 +0000 2013,6797,1320,54
1662453998,USA,Ernest Rivers,827,1854,Eastern Time (US & Canada),FALSE,en,ErRivvvvers,You do what you want when you poppin' #Thugger ☀️ #blacklivesmatter #DABBNATION Still wondering what Metro Boomin want some more of…,Sun Aug 11 12:32:12 +0000 2013,2263,864,10
1664988493,USA,Claudia,2102,2574,Eastern Time (US & Canada),FALSE,en,claudia42kern,"Lots of hobbies, prefer to lay in bed and do nothing ☺️",Mon Aug 12 12:28:59 +0000 2013,1609,1723,20
1665377383,"New York, USA",Elias Briggs,820,2047,Eastern Time (US & Canada),FALSE,en,EliasBrick,"Tenured professor, Director of Black Church Studies, minister, activist, womanist theologian, displaced New Yorker, lover of words",Mon Aug 12 15:33:31 +0000 2013,2060,903,6
1666030405,USA,Pam Daniels,943,2478,Eastern Time (US & Canada),FALSE,en,PamBLMDaniels,"Smart, strong, sensual woman
#BlackLivesMatter activist",Mon Aug 12 20:50:57 +0000 2013,2530,549,24
1668307436,Baltimore,Curtis Burrell,3143,5510,Eastern Time (US & Canada),FALSE,en,CurtisBigMan,Big Man!,Tue Aug 13 17:05:52 +0000 2013,3721,2896,32
1669574551,USA,Rick Shafer,2694,1703,Eastern Time (US & Canada),FALSE,en,deusXYX,Freedom & Liberty Warrior Constitutional Conservative. USAF Veteran 316/46150 under Ronald Reagan. Levin #1 #Israel #PJNET,Wed Aug 14 05:02:51 +0000 2013,1021,3191,36
1670149272,USA,Javon Grayson,841,3479,Eastern Time (US & Canada),FALSE,en,JavonHIDP,The best time to plant a tree was 20 years ago. The second best time is now.,Wed Aug 14 10:44:06 +0000 2013,4438,456,18
1670318690,USA,Alexander Massey,941,2039,Eastern Time (US & Canada),FALSE,en,Siccerthanyou,"siccer than your average, boi #blm #BlackLivesMatter #StayWoke #BlackToLive",Wed Aug 14 11:53:20 +0000 2013,2313,854,13
1671234620,USA,Susan,2225,10242,Eastern Time (US & Canada),FALSE,en,hyddrox,~Reagan Conservative ~Jesus Lover ~PRO-Israel ~PRO-2A ~PRO-Life ~PRO-Constitution ~Support Police & Military #RenewUS #PJNET #TCOT #CruzCrew #WakeUpAmerica,Wed Aug 14 19:07:30 +0000 2013,8748,2159,72
1672624255,USA,Samir Gooden,873,1739,Eastern Time (US & Canada),FALSE,en,SamirGooden,"Young (in spirit), Gifted and Black. Proud Progressive Woman. A Man Who Stands For Nothing Will Fall For Anything- Malcolm X (MY ADDITION) #MalcolmX #BLM",Thu Aug 15 08:09:52 +0000 2013,2237,794,11
1674083671,USA,Gabriella Aldana,3356,3861,Eastern Time (US & Canada),FALSE,en,Gab1Aldana,❤ Love my life ❤,Thu Aug 15 21:02:22 +0000 2013,3861,3020,31
1676377446,USA,Chad Sloyer,797,2446,Eastern Time (US & Canada),FALSE,en,ChadSloyer,i was a good kid. never said I was a good adult. - Terrance Howard,Fri Aug 16 18:51:11 +0000 2013,3081,872,11
1676481360,USA,Emilee Waren,1909,2170,Eastern Time (US & Canada),FALSE,en,EmileeWaren,•Christian•Constitutional•Capitalist •NRA•Supporting Military•Police •Wife•Mom,Fri Aug 16 19:50:47 +0000 2013,1778,1501,23
1677048979,"Baton Rouge, LA",Gwendolyn Lovet,1055,2597,Eastern Time (US & Canada),FALSE,en,GwennyThot,I HAVE TOO MANY FLAWS TO BE PERFECT BUT I HAVE TOO MANY BLESSINGS TO BE UNGRATEFUL ❤❤,Sat Aug 17 01:20:54 +0000 2013,3124,875,16
1679279490,USA,Amelie Baldwin,2464,15227,Eastern Time (US & Canada),FALSE,en,AmelieBaldwin,"Wife, Mother, Patriot, Friend",Sat Aug 17 22:53:07 +0000 2013,14540,1930,160
1680578719,USA,Rosie Wise,683,1229,Eastern Time (US & Canada),FALSE,en,RosieOnFleek,"'So, About That' on YT. Your woke big sister.
#Woke #BlackAndProud #BLM",Sun Aug 18 11:56:48 +0000 2013,1353,637,23
1681162956,"Chicago, IL",Jerry,2608,9703,Eastern Time (US & Canada),FALSE,en,camosaseko,Enjoy your life and don't interfere in mine,Sun Aug 18 17:12:57 +0000 2013,10088,2279,27
1682444790,USA,Peyton Cash,770,1576,Eastern Time (US & Canada),FALSE,en,PeytonCashOut,"#blackpride. Opinions, insights and witticisms are all free! #NiggaThatCares",Mon Aug 19 05:55:49 +0000 2013,1964,746,12
1684524144,USA,Will Wise,904,1844,Eastern Time (US & Canada),FALSE,en,DatWiseNigga,"Squad goin' up, nobody flippin' packs now
#IloveMakonnen4life",Tue Aug 20 00:53:56 +0000 2013,2393,812,16
1685173321,USA,Chase Bacon,696,1889,Eastern Time (US & Canada),FALSE,en,BLMSoldier,"#BlackLivesMatter Future Guest on Pardon The Interruption, Around the Horn & Highly Questionable...",Tue Aug 20 07:33:54 +0000 2013,2129,707,25
1685718216,America,John Larsen,541,2387,Eastern Time (US & Canada),FALSE,en,J0hnLarsen,"stand 4 conservatism, patriotism & optimism. Protect our Kids! #WakeUpAmerica",Tue Aug 20 13:02:28 +0000 2013,3211,852,21
1685771767,USA,Stanley Parrish,849,1761,Eastern Time (US & Canada),FALSE,en,StanleyParris,I attribute my success to this: I never gave or took any excuse.,Tue Aug 20 12:59:48 +0000 2013,1975,1149,9
1686370159,United States,Archie Olivers,2569,1854,Pacific Time (US & Canada),FALSE,en,ArchieOlivers,"My patriotic heart beats red, white, & blue.Just a guy in one of those fly over states! #2A",Tue Aug 20 17:49:51 +0000 2013,1006,3396,28
1687183549,USA,Bleep The Police,13196,13727,Eastern Time (US & Canada),FALSE,en,BleepThePolice,"For a second at least, I'm resurrecting the peace

#Blacktivist #BlackLivesMatter",Wed Aug 21 01:49:22 +0000 2013,11083,8071,163
1688370956,"Georgia, USA",Watch Jenny Walkin',851,2259,Pacific Time (US & Canada),FALSE,en,WatchMeWalkin,Working - Music geek + Blacker than BlackHole,Wed Aug 21 13:49:48 +0000 2013,2214,547,10
1690487623,USA,Michelle Arrington,3229,2433,Eastern Time (US & Canada),FALSE,en,MichelleArry,Cautiously Optimistic Conservative. Gathering followers one at a time,Thu Aug 22 08:41:12 +0000 2013,2157,3290,42
1691736218,"Los Angeles, CA",Reginald Blackmon,856,1997,Eastern Time (US & Canada),FALSE,en,RegieBlackmon,"I’ve learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel.",Thu Aug 22 18:06:53 +0000 2013,2558,931,10
1692501152,"Los Angeles, CA",Cornell Burchett,766,1786,Eastern Time (US & Canada),FALSE,en,CornellBurchet,"A world for a few, a few to justice, lands in the hands of a few, few to education, wealth for a few. A world composed of an arrogant elite, perverse and biased",Fri Aug 23 01:00:15 +0000 2013,2166,720,19
1694026190,United States,Jackie Best,2078,3416,Eastern Time (US & Canada),FALSE,en,JacquelinIsBest,"I love God,my family & politics. Conservative. MARRIED!
#tcot #PJNET",Fri Aug 23 14:41:32 +0000 2013,3518,1757,31
1695830984,United States,Kelvin Chambers,1506,1576,Pacific Time (US & Canada),FALSE,en,Kelvin_Chambers,"Father of twin daughters. Conservative Republican. Interested in world events, politics, and sports. RT= whatever I find interesting",Sat Aug 24 07:32:29 +0000 2013,984,1260,32
1699979024,"Texas, USA",Randolph Burris,876,1914,Eastern Time (US & Canada),FALSE,en,RandolphBurrr,"#FreeGucci
Blacktivist, I'm down with #BlackLivesMatter and #BRONZE 
United we stand",Sun Aug 25 19:28:17 +0000 2013,2552,917,10
4272870988,,,,,,,,Pamela_Moore13,,,,,
1701955429,"Baltimore, MD",Zachary Freeman,899,1700,Eastern Time (US & Canada),FALSE,en,ZzzacharyZzz,"i work out hard as fuck, bench press and lift as much as I can, so if me and the cops ever get into it… God bless the one that I grab #FTP #ACAB #BlackPower",Mon Aug 26 13:25:39 +0000 2013,2290,831,14
1710804738,United States,Steven Cook,1468,2188,Pacific Time (US & Canada),FALSE,en,CooknCooks,"HI FBI !!! #TRUMP, #Trump2016, @realdonaldtrum, #WAKEUPAMERICA, #MakeAmericaGreatAgain, #SOCIALMEDIA, #Blogger, #PJNET, #CCOT, #Chicago,, #MASTER, #MUSIC,",Thu Aug 29 19:45:40 +0000 2013,2447,1454,15
1715190968,USA,One Mighty Fish,698,1718,Eastern Time (US & Canada),FALSE,en,OneMightyFish,"People are just afraid of things too much. Afraid of things that don't necessarily merit fear  - Franc Ocean
#BlackToLive",Sat Aug 31 09:33:57 +0000 2013,1978,831,13
1715424829,United States,Mackenzie Donovan,536,2300,Eastern Time (US & Canada),FALSE,en,KenzDonovan,Const Conservative Patriot Mamma❤️Defending #Liberty & #Freedom!❤️Luv #fam #friends #dogs & dancing cha-cha-cha!❤️,Sat Aug 31 11:06:09 +0000 2013,2609,577,10
1716228906,USA,Jasmin Jacobs,906,2217,Eastern Time (US & Canada),FALSE,en,Jani_s_Jac,"i aint shit now, but bitch i might be ✨
#FreeGuwop #BlackLivesALWAYSMattered",Sat Aug 31 17:14:08 +0000 2013,2405,575,10
1716561367,USA,Ida Marks,1080,2194,Eastern Time (US & Canada),FALSE,en,IIddaaMarks,An unexamined life is not worth living. –Socrates,Sat Aug 31 19:07:08 +0000 2013,3051,925,14
1720117201,USA,Donna from USA,1623,2341,Eastern Time (US & Canada),FALSE,en,DonnaBRivera,Constitutional Conservative #1A #2A #NRA #StandWithIsrael #TCOT #CCOT #LNYHBT #ProLife #SupportMilitary #BlueLivesMatter #SecureTheBorder #GodBlessAmerica,Sun Sep 01 20:02:10 +0000 2013,1772,1552,33
1720981580,USA,Hunter Odom,2727,2076,Eastern Time (US & Canada),FALSE,en,HunterOddddom,Life is 10% what happens to me and 90% of how I react to it. –Charles Swindoll,Mon Sep 02 02:57:06 +0000 2013,2615,2001,24
1727482238,,Fluffy Melvin,3169,4874,Eastern Time (US & Canada),FALSE,en,MelvinSRoberts,Internet junkie #hashtagwars lover!,Wed Sep 04 03:45:27 +0000 2013,3562,2658,30
1768259989,"USA, Atlanta",Clyde Pratt,914,1978,Eastern Time (US & Canada),FALSE,en,mrclydepratt,"Life is a beautiful struggle. Seek enlightenment, not hate
#BlackToLive",Sat Sep 07 19:16:06 +0000 2013,1996,847,23
1833223908,USA,Dorothie,1893,3069,Eastern Time (US & Canada),FALSE,en,DorothieBell,"Conservative wife, mother! Extremely proud of our veterans!! Lets take this once great country back!!!",Sun Sep 08 19:08:41 +0000 2013,3166,2315,33
1856828959,"Florida, USA",Deandre Gregory,774,1703,Eastern Time (US & Canada),FALSE,en,OGDeandre,Read the mess I tweet & retweet about & you'll have an idea of the kinda person I am✌,Thu Sep 12 09:04:03 +0000 2013,1989,415,11
1859674386,US,Michael Garcia,851,2295,Eastern Time (US & Canada),FALSE,en,DrMichaelGarcia,I make privileged people upset #BlackLivesMatter #FistsUpAfrosOut,Fri Sep 13 06:39:11 +0000 2013,2937,453,11
1868496344,USA,Briana Ragland,768,2938,Eastern Time (US & Canada),FALSE,en,brianaregland,Black is my religion. If you buy me lipstick we go together #AllBlackEverything #WokeAF,Sun Sep 15 17:11:49 +0000 2013,3221,415,12
1868981054,United States,Ryan Maxwell,1839,1853,Pacific Time (US & Canada),FALSE,en,RyanMaxwell_1,"Conservative. sports fan. Doing what I love, promoting Conservatism. #PJNET #TCOT #Conservative",Sun Sep 15 19:45:16 +0000 2013,1102,1990,25
1914760610,NYC,Raven Nicholson,807,1645,Eastern Time (US & Canada),FALSE,en,ravenicholson,Everybody deserves to know they too can be the hero of a story. I’m just a regular guy trying to put those heroes in stories,Sat Sep 28 17:17:28 +0000 2013,2437,860,10
2233297178,"Москва, Россия",Артур Буранов,405,1350,Yerevan,FALSE,ru,ArturBuranof,"Лучшее средство привить детям любовь к отечеству состоит в том, чтобы эта любовь была у отцов.",Fri Dec 06 17:29:56 +0000 2013,615,1628,1
2388391757,"Москва, Россия",Бучин Боря,108,1357,Baku,FALSE,ru,Boryabuchin,"Москва, как много в этом звуке Для сердца русского слилось, Как много в нем отозвалось!",Thu Mar 06 13:29:09 +0000 2014,1476,215,1
2404145297,,Мистер Пудинг,81,1310,Moscow,FALSE,ru,Puddin_Leto,"Вы верите в дружбу, а я верю в шантаж.",Wed Mar 12 07:09:51 +0000 2014,2264,85,0
2415525154,"Москва, Россия",Артём Захаров,2111,586,Volgograd,FALSE,ru,teZaharov,"Высшая доблесть состоит в том, чтобы совершать в одиночестве то, на что люди отваживаются лишь в присутствии многих свидетелей.",Sun Mar 16 16:04:57 +0000 2014,406,69,0
2419886435,Мурманск,Валентина Дмитриева,2466,1312,Moscow,FALSE,ru,Valeyina_Dm,Против белоленточной чумы #ЯПатриотка,Tue Mar 18 11:53:29 +0000 2014,354,811,1
2422793627,Санкт-Петербург,БогданКравцов,2741,1619,Baku,FALSE,ru,BogdanKravcov,Любовь к Отечеству - это готовность защищать его независимость.,Wed Mar 19 15:33:40 +0000 2014,908,1564,4
2478383999,,Алексей Лапин,2219,1237,Volgograd,FALSE,ru,_SashaLapin,"У Пушкина есть грандиозная фраза...
Гордиться славою своих предков не только можно, но и должно. Не уважать оной есть постыдное малодушие",Sat Apr 12 09:09:27 +0000 2014,345,679,4
2484642526,,Warfare Worldwide,23876,2618,St. Petersburg,FALSE,en,WarfareWW,Political & Military Analyst,Mon Apr 14 17:32:56 +0000 2014,247,7481,565
2491081213,USA,Wade Harriot,1363,3089,Eastern Time (US & Canada),FALSE,en,wadeharriot,"Christian, Husband, Father, American, Conservative, Tea Party, Fisherman, Gun Owner, Engineer, USN Vet #BodyLife #TCOT #TGDN #2A #TPFA #CruzCrew #PJNET",Mon May 12 07:50:03 +0000 2014,4478,1040,25
2492948562,USA,Jadon Hutchinson,888,2139,Eastern Time (US & Canada),FALSE,en,JadonHutchinson,"People often say that motivation doesn’t last. Well, neither does bathing. That’s why we recommend it daily.",Tue May 13 13:09:48 +0000 2014,2831,1234,28
2494509505,"Калининград, Россия",Мария Котова,4515,747,Volgograd,FALSE,ru,Kotovamarys,"Родина там, где чувствуешь себя свободно.",Wed May 14 18:11:36 +0000 2014,990,62,1
2495567768,"San Francisco, CA",San Francisco Daily,16812,32546,Pacific Time (US & Canada),FALSE,en,DailySanFran,"Follow for San Francisco's breaking news, special reports, entertainment and more from @DailySanFran",Thu May 15 03:22:22 +0000 2014,1,5128,159
2498271878,United States,Jake Fischer,1609,1033,Eastern Time (US & Canada),FALSE,en,interFischer,"I believe in God, Bible, Country, 2nd Amendment rights. I Stand by Israel, Supporter of TRADITIONAL Marriage
#RedNationRising",Fri May 16 10:36:48 +0000 2014,494,1828,15
2501947239,"Москва, Россия",Таисия Авдеева,2535,937,Volgograd,FALSE,ru,TaisiaAvdeeva,"Сегодня я настоящая ватница: в ватнике, со сладкой ватой и только что от Соловьева",Tue Apr 22 14:33:37 +0000 2014,2168,279,1
2504171440,Москва,Ольга Ильина,75,548,Moscow,FALSE,ru,patriotka_rusi,умная,Wed Apr 23 14:33:08 +0000 2014,631,87,4
2512420407,"Калуга, Россия",Руслан Рогов,4507,657,Volgograd,FALSE,ru,russilanrogov,"Умом Россию не понять, Аршином общим не измерить: У ней особенная стать — В Россию можно только верить.",Sun Apr 27 11:14:41 +0000 2014,1644,75,3
2512994207,,Невротик,97,1912,Moscow,FALSE,ru,rusnevrotik,,Sun Apr 27 16:34:47 +0000 2014,2658,120,1
2514979491,Я везде,Старая разведчица,2360,1135,Volgograd,FALSE,ru,razvedchica_,"За Россию! Знаю много, говорю мало",Mon Apr 28 15:37:43 +0000 2014,1261,549,3
2524942055,"Москва, Россия",Вячеслав Пономарёв,76,490,Moscow,FALSE,ru,ponomarevSlav,,Sat May 03 07:34:27 +0000 2014,545,274,2
2525032463,"Ярославль, Россия",Виктория Борисова,2513,594,Volgograd,FALSE,ru,ViBorisova,"На первом месте должны быть родина и родители, потом дети и вся семья, а затем остальные родственники.",Sat May 03 08:41:33 +0000 2014,908,189,0
2527537955,Москва,Николай Черненко,2233,1243,Volgograd,FALSE,ru,ChernenkoNikola,"Патриотизм, чей бы то ни был, доказывается не словом, а делом.",Sun May 04 08:18:36 +0000 2014,427,243,2
2527804618,"Москва, Россия",Роман Агафонов,2452,835,Moscow,FALSE,ru,RomanAgafonovv,"Человек, а это в наше время редкость!",Sun May 04 10:31:27 +0000 2014,393,379,1
2527983201,Питер,Степан Сазонов,2204,529,Volgograd,FALSE,ru,StepanSazono,"Только доблесть бессмертно живет, Ибо храбрые славны вовеки!",Sun May 04 12:03:24 +0000 2014,759,202,2
2528245959,Москва,Василич,2495,938,Volgograd,FALSE,ru,VasilichVasili,"Попади только на чужбину, так начнешь уверять, что у нас свиньи жареные разгуливают.",Sun May 04 14:12:42 +0000 2014,442,192,2
2528293132,Moscow,Антон Ерофеенко,2189,701,Volgograd,FALSE,ru,ErofeenkoAnton,"Десантников бывших не бывает! Воин дяди Васи, события на Украине не одобряю!",Sun May 04 14:30:32 +0000 2014,419,252,1
2530603456,Москва,Алексей Соколов,337,2669,Yerevan,FALSE,ru,Aleksey_Sokol_,"Член ВПП Единая Россия, , зам. председателя МГЕР МО Марьино",Mon May 05 09:35:10 +0000 2014,2853,1702,4
2531159968,"Washington, DC",Tracy Brooks,3696,4655,Eastern Time (US & Canada),FALSE,en,traceyhappymom,"Great thoughts speak only to the thoughtful mind, but great actions speak to all mankind.",Mon May 05 14:13:47 +0000 2014,3778,3353,21
2532597577,USA,Bruce Dublin,2161,2995,Eastern Time (US & Canada),FALSE,en,BrucieDublin,,Thu May 29 12:43:47 +0000 2014,1854,1807,23
2532611755,Atlanta,Kathie,2970,4267,Eastern Time (US & Canada),FALSE,en,KathieMrr,"Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring",Thu May 29 12:50:04 +0000 2014,2094,3157,22
2533001646,USA,Jasper Flynn,1957,3379,Eastern Time (US & Canada),FALSE,en,Jasper_Fly,#hashtagwarrior and your mom knows it!,Thu May 29 16:57:09 +0000 2014,2416,1782,15
2533653547,USA,Eva Green,2668,1831,Eastern Time (US & Canada),FALSE,en,EvaGreen69,"God comes 1st. My Daughters, & my husband retired Navy Vet, are the center of my world.. Serving the Lord for the rest of my life. TRUMP 2016!",Thu May 29 23:40:26 +0000 2014,1325,2884,46
2533984805,Чита,Роман Горолов,2452,1080,Moscow,FALSE,ru,romanGorolov,Работаю в Государственной ветеринарной службе Забайкальского края. Вижу Россию сильной страной,Wed May 07 14:14:55 +0000 2014,876,119,2
2534875924,,F.R.I.E.N.D.S,70,2024,Moscow,FALSE,ru,6Druz,"Если я стану похож на своих родителей, то либо стану блондинкой-алкоголичкой, которая гоняется за двадцатилетними парнями, либо буду, как моя мама.",Thu May 08 09:32:12 +0000 2014,2751,11,0
2535166748,USA,Paola Kinck,2145,3518,Eastern Time (US & Canada),FALSE,en,PaolaKinck,"stand 4 conservatism, patriotism & optimism: Don't Take My Lemonade Stand & Obama 2012 Slogans.Protect our Kids! #WakeUpAmerica",Fri May 30 14:14:48 +0000 2014,2082,2956,24
2535218881,Atlanta,Hailey Romano,1857,2035,Eastern Time (US & Canada),FALSE,en,heyheyhailey,,Fri May 30 14:34:05 +0000 2014,1542,1539,8
2535353390,Atlanta,Caleb Paar,1374,2983,Eastern Time (US & Canada),FALSE,en,CalebPaar,,Fri May 30 15:56:10 +0000 2014,1438,1698,12
2535818742,New York,Kendra,1688,2746,Eastern Time (US & Canada),FALSE,en,happkendrahappy,"Stop trying to fix the POLICE; fix the GHETTO! 

#WakeUpAmerica #TCOT #PJNET #BlueLivesMatter",Fri May 30 20:55:46 +0000 2014,2301,1307,32
2536146374,"Atlanta, Georgia",Danny,1857,2191,Eastern Time (US & Canada),FALSE,en,dannythehappies,You know you're in love when you can't fall asleep because reality is finally better than your dreams,Sat May 31 00:27:24 +0000 2014,1405,1548,17
2537592520,"Барнаул, Россия",Колорад,2412,795,Moscow,FALSE,ru,Kolradskiy_Zhuk,Люблю Россию и ничего не могу с собой поделать,Fri May 09 19:02:53 +0000 2014,1061,106,4
2538941639,,Прынцесса,168,1158,Volgograd,FALSE,ru,sovasof,"нельзя выбросить человека из головы.
а из окна - можно.",Sat May 10 12:05:13 +0000 2014,843,151,1
2540596597,"Atlanta, GA",Chris,2456,4237,Eastern Time (US & Canada),FALSE,en,holycrapchrix,Addicted to #hashtag #games,Mon Jun 02 02:03:39 +0000 2014,2768,2134,34
2540758755,USA,Stanley Cox,2508,1410,Central Time (US & Canada),FALSE,en,Stanley_Cox_,"christian, pro life,conservative,strong supporter of Israel. Constitutionalist, #2A supporter",Sun May 11 10:33:38 +0000 2014,930,2859,27
2540882036,US,Toby Kress,1424,1396,Eastern Time (US & Canada),FALSE,en,heyits_toby,"Guardian of the Animals, Conservative, DIY'er, ninja #tcot",Mon Jun 02 06:34:52 +0000 2014,1011,1676,10
2541215075,Санкт-Петербург,Ленка Воропаева,2160,549,Moscow,FALSE,ru,GvardeykaLena,Вступай в #МолодаяГвардия,Sun May 11 15:53:17 +0000 2014,312,50,1
2541945841,Atlanta,Eric Roberts,2011,3777,Eastern Time (US & Canada),FALSE,en,mr_clampin,,Mon Jun 02 18:05:55 +0000 2014,2403,1770,13
